order_item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM-ORD000043-1,ORD000043,PROD00142,3,74.84,5
ITEM-ORD000044-1,ORD000044,PROD00259,2,13.65,15
ITEM-ORD000044-2,ORD000044,PROD00296,2,280.72,0
ITEM-ORD000045-1,ORD000045,PROD00197,5,468.48,15
ITEM-ORD000045-2,ORD000045,PROD00443,1,289.77,0
ITEM-ORD000045-3,ORD000045,PROD00027,4,36.15,15
ITEM-ORD000046-1,ORD000046,PROD00314,1,278.49,0
ITEM-ORD000046-2,ORD000046,PROD00480,3,481.05,10
ITEM-ORD000046-3,ORD000046,PROD00283,2,276.37,20
ITEM-ORD000047-1,ORD000047,PROD00329,3,134.21,5
ITEM-ORD000047-2,ORD000047,PROD00433,3,269.45,0
ITEM-ORD000047-3,ORD000047,PROD00483,3,205.56,0
ITEM-ORD000047-4,ORD000047,PROD00027,2,23.45,20
ITEM-ORD000048-1,ORD000048,PROD00140,1,186.75,20
ITEM-ORD000048-2,ORD000048,PROD00321,1,77.88,20
ITEM-ORD000048-3,ORD000048,PROD00201,2,459.32,0
ITEM-ORD000049-1,ORD000049,PROD00429,3,24.26,0
ITEM-ORD000049-2,ORD000049,PROD00029,5,20.2,10
ITEM-ORD000049-3,ORD000049,PROD00434,3,325.52,15
ITEM-ORD000049-4,ORD000049,PROD00425,4,219.82,5
ITEM-ORD000050-1,ORD000050,PROD00299,5,161.11,0
ITEM-ORD000050-2,ORD000050,PROD00050,2,236.22,10
ITEM-ORD000051-1,ORD000051,PROD00356,5,368.64,5
ITEM-ORD000052-1,ORD000052,PROD00465,1,455.55,20
ITEM-ORD000052-2,ORD000052,PROD00401,3,101.77,15
ITEM-ORD000052-3,ORD000052,PROD00140,2,92.49,0
ITEM-ORD000052-4,ORD000052,PROD00255,1,408.57,10
ITEM-ORD000053-1,ORD000053,PROD00249,2,496.1,10
ITEM-ORD000053-2,ORD000053,PROD00231,1,393.57,20
ITEM-ORD000054-1,ORD000054,PROD00135,3,489.34,0
ITEM-ORD000055-1,ORD000055,PROD00410,2,262.34,0
ITEM-ORD000055-2,ORD000055,PROD00101,2,403.53,5
ITEM-ORD000056-1,ORD000056,PROD00472,1,34.31,0
ITEM-ORD000056-2,ORD000056,PROD00284,5,292.13,0
ITEM-ORD000056-3,ORD000056,PROD00021,2,276.79,0
ITEM-ORD000057-1,ORD000057,PROD00437,3,142.08,15
ITEM-ORD000058-1,ORD000058,PROD00493,4,232.51,15
ITEM-ORD000059-1,ORD000059,PROD00343,1,478.03,0
ITEM-ORD000059-2,ORD000059,PROD00388,4,209.11,10
ITEM-ORD000059-3,ORD000059,PROD00432,5,177.15,0
ITEM-ORD000060-1,ORD000060,PROD00213,4,201.54,10
ITEM-ORD000060-2,ORD000060,PROD00432,5,187.4,20
ITEM-ORD000060-3,ORD000060,PROD00073,3,336.85,0
ITEM-ORD000061-1,ORD000061,PROD00222,3,312.96,0
ITEM-ORD000061-2,ORD000061,PROD00185,2,334.73,0
ITEM-ORD000061-3,ORD000061,PROD00310,3,462.15,20
ITEM-ORD000061-4,ORD000061,PROD00318,2,124.17,20
ITEM-ORD000062-1,ORD000062,PROD00498,3,310.81,0
ITEM-ORD000062-2,ORD000062,PROD00138,5,327.58,0
ITEM-ORD000062-3,ORD000062,PROD00262,3,198.61,0
ITEM-ORD000062-4,ORD000062,PROD00434,5,263.2,5
ITEM-ORD000063-1,ORD000063,PROD00385,1,332.55,0
ITEM-ORD000063-2,ORD000063,PROD00106,2,47.84,0
ITEM-ORD000063-3,ORD000063,PROD00103,3,221.18,20
ITEM-ORD000064-1,ORD000064,PROD00097,5,396.47,5
ITEM-ORD000064-2,ORD000064,PROD00153,2,376.59,0
ITEM-ORD000064-3,ORD000064,PROD00158,5,445.55,15
ITEM-ORD000064-4,ORD000064,PROD00234,1,246.47,5
ITEM-ORD000065-1,ORD000065,PROD00268,5,494.69,20
ITEM-ORD000065-2,ORD000065,PROD00280,3,334.15,0
ITEM-ORD000065-3,ORD000065,PROD00175,2,320.95,20
ITEM-ORD000066-1,ORD000066,PROD00229,4,105.7,5
ITEM-ORD000066-2,ORD000066,PROD00141,2,291.61,5
ITEM-ORD000066-3,ORD000066,PROD00015,1,375.47,0
ITEM-ORD000067-1,ORD000067,PROD00064,3,138.65,0
ITEM-ORD000067-2,ORD000067,PROD00260,1,52.3,0
ITEM-ORD000067-3,ORD000067,PROD00460,5,164.97,0
ITEM-ORD000067-4,ORD000067,PROD00125,3,48.18,15
ITEM-ORD000068-1,ORD000068,PROD00122,1,42.67,5
ITEM-ORD000068-2,ORD000068,PROD00160,1,338.71,0
ITEM-ORD000068-3,ORD000068,PROD00281,4,133.44,0
ITEM-ORD000068-4,ORD000068,PROD00129,3,159.91,0
ITEM-ORD000069-1,ORD000069,PROD00420,3,196.77,0
ITEM-ORD000070-1,ORD000070,PROD00180,4,121.67,5
ITEM-ORD000071-1,ORD000071,PROD00137,4,258.35,0
ITEM-ORD000071-2,ORD000071,PROD00037,5,12.83,0
ITEM-ORD000072-1,ORD000072,PROD00053,3,58.33,10
ITEM-ORD000072-2,ORD000072,PROD00160,3,170.18,20
ITEM-ORD000072-3,ORD000072,PROD00299,2,275.89,20
ITEM-ORD000073-1,ORD000073,PROD00305,4,365.97,20
ITEM-ORD000073-2,ORD000073,PROD00202,5,34.31,0
ITEM-ORD000074-1,ORD000074,PROD00272,4,359.62,0
ITEM-ORD000074-2,ORD000074,PROD00072,1,413.36,10
ITEM-ORD000074-3,ORD000074,PROD00440,1,233.28,0
ITEM-ORD000075-1,ORD000075,PROD00121,1,334.87,5
ITEM-ORD000076-1,ORD000076,PROD00262,1,420.93,5
ITEM-ORD000077-1,ORD000077,PROD00123,4,99.84,0
ITEM-ORD000077-2,ORD000077,PROD00366,4,118.77,5
ITEM-ORD000077-3,ORD000077,PROD00072,5,429.98,0
ITEM-ORD000077-4,ORD000077,PROD00414,3,417.26,0
ITEM-ORD000078-1,ORD000078,PROD00238,2,170.41,0
ITEM-ORD000078-2,ORD000078,PROD00120,2,214.98,20
ITEM-ORD000078-3,ORD000078,PROD00183,3,137.49,0
ITEM-ORD000079-1,ORD000079,PROD00394,3,57.31,15
ITEM-ORD000079-2,ORD000079,PROD00157,3,406.58,10
ITEM-ORD000080-1,ORD000080,PROD00367,1,308.93,10
ITEM-ORD000081-1,ORD000081,PROD00046,2,66.08,20
ITEM-ORD000081-2,ORD000081,PROD00133,4,152.57,20
ITEM-ORD000081-3,ORD000081,PROD00336,1,307.93,20
ITEM-ORD000082-1,ORD000082,PROD00368,2,352.09,0
ITEM-ORD000082-2,ORD000082,PROD00026,2,219.73,0
ITEM-ORD000082-3,ORD000082,PROD00499,4,72.31,20
ITEM-ORD000083-1,ORD000083,PROD00185,4,308.52,10
ITEM-ORD000083-2,ORD000083,PROD00436,2,273.51,10
ITEM-ORD000084-1,ORD000084,PROD00167,4,146.58,5
ITEM-ORD000084-2,ORD000084,PROD00033,3,96.21,0
ITEM-ORD000085-1,ORD000085,PROD00084,5,424.54,20
ITEM-ORD000086-1,ORD000086,PROD00275,4,250.32,5
ITEM-ORD000086-2,ORD000086,PROD00097,3,388.51,0
ITEM-ORD000087-1,ORD000087,PROD00126,2,325.56,15
ITEM-ORD000088-1,ORD000088,PROD00038,3,371.18,0
ITEM-ORD000088-2,ORD000088,PROD00155,3,151.38,20
ITEM-ORD000089-1,ORD000089,PROD00454,5,349.64,0
ITEM-ORD000089-2,ORD000089,PROD00267,2,192.11,0
ITEM-ORD000089-3,ORD000089,PROD00497,2,27.6,20
ITEM-ORD000089-4,ORD000089,PROD00103,2,469.73,15
ITEM-ORD000090-1,ORD000090,PROD00033,3,396.98,5
ITEM-ORD000090-2,ORD000090,PROD00251,1,470.76,5
ITEM-ORD000090-3,ORD000090,PROD00101,5,364.64,15
ITEM-ORD000091-1,ORD000091,PROD00053,3,213.46,0
ITEM-ORD000091-2,ORD000091,PROD00493,1,277.32,15
ITEM-ORD000091-3,ORD000091,PROD00184,1,29.06,0
ITEM-ORD000091-4,ORD000091,PROD00244,1,89.54,0
ITEM-ORD000092-1,ORD000092,PROD00092,1,431.48,5
ITEM-ORD000093-1,ORD000093,PROD00467,3,488.33,0
ITEM-ORD000093-2,ORD000093,PROD00133,4,411.23,15
ITEM-ORD000093-3,ORD000093,PROD00051,2,212.11,15
ITEM-ORD000094-1,ORD000094,PROD00055,3,167.71,20
ITEM-ORD000094-2,ORD000094,PROD00173,5,202.45,10
ITEM-ORD000094-3,ORD000094,PROD00331,4,251.93,10
ITEM-ORD000094-4,ORD000094,PROD00019,1,385.23,0
ITEM-ORD000095-1,ORD000095,PROD00092,5,156.27,0
ITEM-ORD000095-2,ORD000095,PROD00217,2,356.07,5
ITEM-ORD000096-1,ORD000096,PROD00107,2,361.46,20
ITEM-ORD000097-1,ORD000097,PROD00043,2,108.12,10
ITEM-ORD000097-2,ORD000097,PROD00291,1,183.46,0
ITEM-ORD000097-3,ORD000097,PROD00233,3,77.45,10
ITEM-ORD000097-4,ORD000097,PROD00127,4,224.15,20
ITEM-ORD000098-1,ORD000098,PROD00169,3,20.73,15
ITEM-ORD000098-2,ORD000098,PROD00220,5,124.03,10
ITEM-ORD000099-1,ORD000099,PROD00007,5,223.95,10
ITEM-ORD000099-2,ORD000099,PROD00247,4,289.06,10
ITEM-ORD000099-3,ORD000099,PROD00357,5,116.49,10
ITEM-ORD000100-1,ORD000100,PROD00140,2,481.98,0
ITEM-ORD000100-2,ORD000100,PROD00200,5,351.01,0
ITEM-ORD000100-3,ORD000100,PROD00061,1,79.59,0
ITEM-ORD000100-4,ORD000100,PROD00089,3,175.06,5
ITEM-ORD000101-1,ORD000101,PROD00171,2,91.25,5
ITEM-ORD000101-2,ORD000101,PROD00105,1,73.98,20
ITEM-ORD000102-1,ORD000102,PROD00415,3,408.59,20
ITEM-ORD000102-2,ORD000102,PROD00455,3,114.14,0
ITEM-ORD000102-3,ORD000102,PROD00479,4,89.17,0
ITEM-ORD000102-4,ORD000102,PROD00273,1,359.07,15
ITEM-ORD000103-1,ORD000103,PROD00106,4,369.69,15
ITEM-ORD000103-2,ORD000103,PROD00403,3,377.04,0
ITEM-ORD000103-3,ORD000103,PROD00315,1,176.56,5
ITEM-ORD000103-4,ORD000103,PROD00479,4,42.53,0
ITEM-ORD000104-1,ORD000104,PROD00170,5,461.13,10
ITEM-ORD000104-2,ORD000104,PROD00294,5,384.03,10
ITEM-ORD000104-3,ORD000104,PROD00213,4,308.81,10
ITEM-ORD000104-4,ORD000104,PROD00022,2,494.44,20
ITEM-ORD000105-1,ORD000105,PROD00052,5,145.5,0
ITEM-ORD000105-2,ORD000105,PROD00135,2,373.48,0
ITEM-ORD000106-1,ORD000106,PROD00330,1,380.73,10
ITEM-ORD000106-2,ORD000106,PROD00497,1,280.26,15
ITEM-ORD000107-1,ORD000107,PROD00064,3,375.13,0
ITEM-ORD000107-2,ORD000107,PROD00409,1,185.55,0
ITEM-ORD000107-3,ORD000107,PROD00494,5,180.84,15
ITEM-ORD000108-1,ORD000108,PROD00367,5,347.14,0
ITEM-ORD000108-2,ORD000108,PROD00083,4,134.78,0
ITEM-ORD000108-3,ORD000108,PROD00497,2,403.84,0
ITEM-ORD000109-1,ORD000109,PROD00147,2,303.85,15
ITEM-ORD000109-2,ORD000109,PROD00175,4,16.42,0
ITEM-ORD000110-1,ORD000110,PROD00145,2,190.03,0
ITEM-ORD000110-2,ORD000110,PROD00363,5,352.65,20
ITEM-ORD000110-3,ORD000110,PROD00323,4,268.68,0
ITEM-ORD000110-4,ORD000110,PROD00142,2,231.58,20
ITEM-ORD000111-1,ORD000111,PROD00085,2,160.26,20
ITEM-ORD000112-1,ORD000112,PROD00310,4,10.78,0
ITEM-ORD000113-1,ORD000113,PROD00346,1,417.2,15
ITEM-ORD000113-2,ORD000113,PROD00127,3,315.15,0
ITEM-ORD000113-3,ORD000113,PROD00184,4,177.37,0
ITEM-ORD000113-4,ORD000113,PROD00444,2,67.48,0
ITEM-ORD000114-1,ORD000114,PROD00307,4,35.2,15
ITEM-ORD000114-2,ORD000114,PROD00243,2,239.18,5
ITEM-ORD000114-3,ORD000114,PROD00001,3,279.67,0
ITEM-ORD000114-4,ORD000114,PROD00273,3,107.17,0
ITEM-ORD000115-1,ORD000115,PROD00123,1,13.62,20
ITEM-ORD000115-2,ORD000115,PROD00117,2,174.97,5
ITEM-ORD000116-1,ORD000116,PROD00098,2,44.27,0
ITEM-ORD000117-1,ORD000117,PROD00277,3,87.36,5
ITEM-ORD000117-2,ORD000117,PROD00385,4,106.77,0
ITEM-ORD000117-3,ORD000117,PROD00405,3,442.83,0
ITEM-ORD000118-1,ORD000118,PROD00355,2,47.28,20
ITEM-ORD000118-2,ORD000118,PROD00292,4,323.89,0
ITEM-ORD000118-3,ORD000118,PROD00061,4,221.73,0
ITEM-ORD000119-1,ORD000119,PROD00043,3,169.16,0
ITEM-ORD000119-2,ORD000119,PROD00383,5,379.88,0
ITEM-ORD000119-3,ORD000119,PROD00476,2,78.21,0
ITEM-ORD000120-1,ORD000120,PROD00422,5,228.96,10
ITEM-ORD000120-2,ORD000120,PROD00367,5,113.75,0
ITEM-ORD000121-1,ORD000121,PROD00162,2,179.8,0
ITEM-ORD000121-2,ORD000121,PROD00282,5,253.14,15
ITEM-ORD000121-3,ORD000121,PROD00123,4,154.16,5
ITEM-ORD000121-4,ORD000121,PROD00329,3,53.28,0
ITEM-ORD000122-1,ORD000122,PROD00236,1,442.92,5
ITEM-ORD000122-2,ORD000122,PROD00258,3,17.12,5
ITEM-ORD000122-3,ORD000122,PROD00105,2,79.45,15
ITEM-ORD000123-1,ORD000123,PROD00053,3,71.43,10
ITEM-ORD000123-2,ORD000123,PROD00444,4,108.49,5
ITEM-ORD000123-3,ORD000123,PROD00009,3,91.89,0
ITEM-ORD000124-1,ORD000124,PROD00482,4,248.36,10
ITEM-ORD000124-2,ORD000124,PROD00146,4,309.49,5
ITEM-ORD000124-3,ORD000124,PROD00104,4,332.97,5
ITEM-ORD000125-1,ORD000125,PROD00003,1,348.55,0
ITEM-ORD000125-2,ORD000125,PROD00457,2,74.97,10
ITEM-ORD000126-1,ORD000126,PROD00001,4,336.48,5
ITEM-ORD000126-2,ORD000126,PROD00088,1,305.48,5
ITEM-ORD000126-3,ORD000126,PROD00329,1,155.34,10
ITEM-ORD000126-4,ORD000126,PROD00487,3,315.31,20
ITEM-ORD000127-1,ORD000127,PROD00217,4,372.12,20
ITEM-ORD000127-2,ORD000127,PROD00487,2,276.91,10
ITEM-ORD000127-3,ORD000127,PROD00064,3,487.6,0
ITEM-ORD000128-1,ORD000128,PROD00497,4,287.49,15
ITEM-ORD000128-2,ORD000128,PROD00257,4,45.1,20
ITEM-ORD000129-1,ORD000129,PROD00036,5,93.16,0
ITEM-ORD000129-2,ORD000129,PROD00345,2,368.54,5
ITEM-ORD000129-3,ORD000129,PROD00480,5,303.56,10
ITEM-ORD000129-4,ORD000129,PROD00189,5,174.14,0
ITEM-ORD000130-1,ORD000130,PROD00377,4,370.99,20
ITEM-ORD000130-2,ORD000130,PROD00384,1,48.39,0
ITEM-ORD000130-3,ORD000130,PROD00490,2,239.69,0
ITEM-ORD000131-1,ORD000131,PROD00360,1,350.17,0
ITEM-ORD000131-2,ORD000131,PROD00447,5,316.8,0
ITEM-ORD000131-3,ORD000131,PROD00421,4,84.7,0
ITEM-ORD000132-1,ORD000132,PROD00115,5,312.47,0
ITEM-ORD000132-2,ORD000132,PROD00296,1,61.73,0
ITEM-ORD000133-1,ORD000133,PROD00278,4,304.79,5
ITEM-ORD000133-2,ORD000133,PROD00422,5,495.72,5
ITEM-ORD000134-1,ORD000134,PROD00094,4,406.81,20
ITEM-ORD000134-2,ORD000134,PROD00067,4,171.23,0
ITEM-ORD000134-3,ORD000134,PROD00304,3,346.29,20
ITEM-ORD000135-1,ORD000135,PROD00460,4,86.06,0
ITEM-ORD000136-1,ORD000136,PROD00301,5,354.48,0
ITEM-ORD000137-1,ORD000137,PROD00006,1,263.68,0
ITEM-ORD000137-2,ORD000137,PROD00389,2,296.66,0
ITEM-ORD000138-1,ORD000138,PROD00303,2,20.36,0
ITEM-ORD000138-2,ORD000138,PROD00211,1,499.35,20
ITEM-ORD000138-3,ORD000138,PROD00128,3,290.02,0
ITEM-ORD000138-4,ORD000138,PROD00458,1,435.32,0
ITEM-ORD000139-1,ORD000139,PROD00073,5,147.68,15
ITEM-ORD000140-1,ORD000140,PROD00346,4,300.03,15
ITEM-ORD000141-1,ORD000141,PROD00443,4,124.0,0
ITEM-ORD000141-2,ORD000141,PROD00059,5,60.85,5
ITEM-ORD000141-3,ORD000141,PROD00484,1,489.68,15
ITEM-ORD000142-1,ORD000142,PROD00211,4,427.98,0
ITEM-ORD000142-2,ORD000142,PROD00475,5,141.2,15
ITEM-ORD000142-3,ORD000142,PROD00082,3,73.03,20
ITEM-ORD000142-4,ORD000142,PROD00090,5,113.06,0
ITEM-ORD000143-1,ORD000143,PROD00410,1,211.57,20
ITEM-ORD000144-1,ORD000144,PROD00055,5,38.76,0
ITEM-ORD000144-2,ORD000144,PROD00422,1,444.81,20
ITEM-ORD000144-3,ORD000144,PROD00098,5,327.95,0
ITEM-ORD000144-4,ORD000144,PROD00088,5,388.46,20
ITEM-ORD000145-1,ORD000145,PROD00469,1,415.05,0
ITEM-ORD000146-1,ORD000146,PROD00128,5,486.12,10
ITEM-ORD000146-2,ORD000146,PROD00456,2,260.02,0
ITEM-ORD000146-3,ORD000146,PROD00173,1,394.45,0
ITEM-ORD000147-1,ORD000147,PROD00117,4,410.31,5
ITEM-ORD000147-2,ORD000147,PROD00416,1,80.0,0
ITEM-ORD000147-3,ORD000147,PROD00042,4,284.88,0
ITEM-ORD000147-4,ORD000147,PROD00205,4,269.05,15
ITEM-ORD000148-1,ORD000148,PROD00280,1,428.34,0
ITEM-ORD000149-1,ORD000149,PROD00179,1,16.19,20
ITEM-ORD000150-1,ORD000150,PROD00265,1,115.63,15
ITEM-ORD000150-2,ORD000150,PROD00085,1,351.65,20
ITEM-ORD000151-1,ORD000151,PROD00378,3,382.52,0
ITEM-ORD000151-2,ORD000151,PROD00120,4,287.87,10
ITEM-ORD000151-3,ORD000151,PROD00011,5,155.37,20
ITEM-ORD000152-1,ORD000152,PROD00477,1,299.46,5
ITEM-ORD000153-1,ORD000153,PROD00004,1,313.04,0
ITEM-ORD000153-2,ORD000153,PROD00032,1,107.07,0
ITEM-ORD000153-3,ORD000153,PROD00133,2,22.9,20
ITEM-ORD000154-1,ORD000154,PROD00360,4,282.62,0
ITEM-ORD000154-2,ORD000154,PROD00477,4,162.3,15
ITEM-ORD000154-3,ORD000154,PROD00055,5,340.46,0
ITEM-ORD000154-4,ORD000154,PROD00199,1,466.25,10
ITEM-ORD000155-1,ORD000155,PROD00274,4,291.31,10
ITEM-ORD000156-1,ORD000156,PROD00168,3,225.57,20
ITEM-ORD000157-1,ORD000157,PROD00437,4,84.83,15
ITEM-ORD000157-2,ORD000157,PROD00101,5,46.45,0
ITEM-ORD000157-3,ORD000157,PROD00333,3,296.26,0
ITEM-ORD000157-4,ORD000157,PROD00495,1,243.76,15
ITEM-ORD000158-1,ORD000158,PROD00225,1,352.39,5
ITEM-ORD000159-1,ORD000159,PROD00069,3,395.47,10
ITEM-ORD000159-2,ORD000159,PROD00052,2,422.73,10
ITEM-ORD000159-3,ORD000159,PROD00358,3,366.06,20
ITEM-ORD000159-4,ORD000159,PROD00280,1,405.28,0
ITEM-ORD000160-1,ORD000160,PROD00426,3,200.25,0
ITEM-ORD000160-2,ORD000160,PROD00214,4,429.9,15
ITEM-ORD000161-1,ORD000161,PROD00235,1,485.86,20
ITEM-ORD000161-2,ORD000161,PROD00049,1,78.77,5
ITEM-ORD000161-3,ORD000161,PROD00172,1,61.24,15
ITEM-ORD000161-4,ORD000161,PROD00396,1,349.37,15
ITEM-ORD000162-1,ORD000162,PROD00252,2,403.96,5
ITEM-ORD000162-2,ORD000162,PROD00324,2,187.15,20
ITEM-ORD000162-3,ORD000162,PROD00302,3,77.25,5
ITEM-ORD000162-4,ORD000162,PROD00414,4,48.31,0
